system_id,word,ner
488,周杰倫,PERSON
488,第二,ORDINAL
488,千百種個月個半月,DATE
488,兩個月,DATE
489,兩,CARDINAL
489,巴拉,PERSON
490,四,CARDINAL
490,四,CARDINAL
490,大陸,GPE
490,大陸,GPE
490,大陸,GPE
490,個月半,DATE
492,兩,CARDINAL
492,兩,CARDINAL
493,阿,GPE
494,第點,ORDINAL
494,晚上,TIME
494,今天,DATE
494,千萬千萬千萬,CARDINAL
494,三,CARDINAL
494,五月,DATE
494,阿如果,PERSON
494,佛阿,GPE
494,台灣,GPE
494,科興國藥,ORG
494,兩,CARDINAL
494,阿裡面,PERSON
494,千年,DATE
494,阿,GPE
494,哇賽,PERSON
494,台,GPE
494,萬,CARDINAL
495,第二,ORDINAL
495,第二,ORDINAL
496,前兩年,DATE
496,三,CARDINAL
496,最後年,DATE
496,兩個月,DATE
496,今日,DATE
496,兩,CARDINAL
496,幾歲,DATE
497,台北市坪,GPE
497,兩,CARDINAL
497,幾百萬,CARDINAL
498,台灣,GPE
499,月子中心,FAC
499,月子中心,ORG
499,若,PERSON
500,清楚點,PERSON
500,兩天夜,TIME
500,下午,TIME
500,兩,CARDINAL
500,第二,ORDINAL
500,兩,CARDINAL
500,第三,ORDINAL
500,第二,ORDINAL
501,周末,DATE
502,兩,CARDINAL
503,兩,CARDINAL
503,兩,CARDINAL
503,兩,CARDINAL
504,第次,ORDINAL
504,兩,CARDINAL
504,五個月,DATE
504,十天,DATE
504,台灣,GPE
504,五,CARDINAL
504,五,CARDINAL
504,十年,DATE
504,戴德,PERSON
504,四十小時,TIME
504,六個月,DATE
504,十年後,DATE
504,兩,CARDINAL
504,邏輯社,ORG
504,冷戰,EVENT
504,抄文,PERSON
505,五千,CARDINAL
505,萬,CARDINAL
505,五千萬,CARDINAL
506,兩,CARDINAL
507,週四週五,DATE
507,個禮拜,DATE
507,個禮拜,DATE
507,二三十年,DATE
507,兩,CARDINAL
507,台灣,NORP
507,八萬,CARDINAL
507,五年,DATE
507,爽日子,PERSON
508,第二,ORDINAL
509,阿,GPE
509,整天,DATE
509,西阿,LOC
509,今天,DATE
510,廖尾,PERSON
510,孝親費,PERSON
510,寶,PERSON
510,兩,CARDINAL
511,阿,PERSON
511,兩,CARDINAL
511,兩,CARDINAL
511,二,CARDINAL
512,冏,PERSON
512,今天,DATE
512,今天,DATE
512,五千萬,CARDINAL
512,四,CARDINAL
512,兩,CARDINAL
512,兩,CARDINAL
512,今天,DATE
512,兩,CARDINAL
512,今天,DATE
512,十年,DATE
512,兩,CARDINAL
512,今天,DATE
513,今天,DATE
513,抄文,PERSON
514,抄文,PERSON
514,三歲多,DATE
514,三年,DATE
514,二,CARDINAL
514,半夜,TIME
514,早上,TIME
514,美股,NORP
514,昨天,DATE
514,第次,ORDINAL
514,今天,DATE
514,兩,CARDINAL
514,半年,DATE
514,個禮拜,DATE
514,半夜,TIME
514,中華電,ORG
515,三,CARDINAL
516,晚上,TIME
516,晚上,TIME
517,這個月,DATE
517,好幾天,DATE
517,觀音寺,FAC
517,那幾天,DATE
517,晚上,TIME
517,晚上,TIME
517,週末,DATE
517,兩天,DATE
517,週末,DATE
517,早上,TIME
517,上週末,DATE
517,第天,DATE
517,今天,DATE
517,理祖先,PERSON
517,今天,DATE
517,天主教,NORP
517,今天,DATE
517,今天,DATE
517,兩,CARDINAL
517,隔天,DATE
517,今天,DATE
517,隔天,DATE
517,中藥,GPE
517,抄文,PERSON
518,今年初,DATE
518,兩,CARDINAL
518,兩,CARDINAL
518,三,CARDINAL
518,兩,CARDINAL
518,第次,ORDINAL
518,第次,ORDINAL
519,兩,CARDINAL
519,第次,ORDINAL
521,當天,DATE
521,兩,CARDINAL
521,第二,ORDINAL
521,隔天,DATE
521,幾天,DATE
521,第二,ORDINAL
523,兩,CARDINAL
523,兩年,DATE
523,兩,CARDINAL
523,兩,CARDINAL
526,大陸,GPE
526,年半,DATE
526,十幾分鐘,TIME
526,週末,DATE
526,三,CARDINAL
526,滿月,DATE
526,抄文,PERSON
527,兩,CARDINAL
527,兩,CARDINAL
528,抄文,PERSON
528,冷戰,EVENT
528,幾個月,DATE
528,兩,CARDINAL
528,兩,CARDINAL
529,五十,CARDINAL
529,斯德哥爾摩,GPE
529,扁,PERSON
529,兩,CARDINAL
529,兩,CARDINAL
530,第二,ORDINAL
530,第二,ORDINAL
532,二,CARDINAL
534,抄文,PERSON
534,前幾天晚上,TIME
534,二歲多,DATE
534,早上,TIME
534,兩,CARDINAL
534,兩,CARDINAL
534,兩,CARDINAL
534,第三,ORDINAL
535,兩,CARDINAL
535,三年,DATE
535,三年,DATE
537,抄文,PERSON
539,海生館,FAC
539,過年,DATE
539,海生館,FAC
539,谷阿莫,PERSON
539,晚上,TIME
540,萬多,CARDINAL
540,台北,GPE
540,三個月,DATE
540,個月多萬,CARDINAL
540,台中,GPE
541,個月,DATE
541,週五,DATE
541,週日下午,TIME
541,個月,DATE
541,個月,DATE
541,兩,CARDINAL
541,週五,DATE
541,週上午,TIME
541,週五,DATE
541,週日,DATE
541,台灣,GPE
541,兩週,DATE
541,婆,GPE
541,週五,DATE
541,週日,DATE
541,抄文,PERSON
542,周末,DATE
543,阿,PERSON
544,阿,GPE
544,阿就,PERSON
544,兩,CARDINAL
544,周五,DATE
544,周日回,PERSON
544,二,CARDINAL
544,兩,CARDINAL
544,巴拉巴拉,PERSON
544,幾歲,DATE
545,兩,CARDINAL
545,兩,CARDINAL
545,五,CARDINAL
545,爽訂飯店,ORG
545,過年,DATE
547,六年,DATE
547,兩歲,DATE
547,今天,DATE
547,第次,ORDINAL
547,兩,CARDINAL
547,冷戰,EVENT
548,兩,CARDINAL
550,四年,DATE
550,三歲,DATE
550,上週末,DATE
551,美,GPE
554,半年多,DATE
555,兩,CARDINAL
555,兩,CARDINAL
555,祝福原,PERSON
556,今天,DATE
556,五,CARDINAL
557,三十幾年,DATE
557,漢堡,GPE
557,五分鐘,TIME
557,漢堡,GPE
557,漢堡,GPE
557,五分鐘,TIME
557,漢堡,GPE
557,三,CARDINAL
557,三,CARDINAL
557,過兩天,DATE
557,過兩天,DATE
557,盧,PERSON
557,個月,DATE
558,第步,ORDINAL
561,兩,CARDINAL
561,三,CARDINAL
561,兩,CARDINAL
561,冷戰,EVENT
562,二,CARDINAL
562,第點,ORDINAL
562,第二,ORDINAL
562,四年,DATE
562,二,CARDINAL
562,多年,DATE
562,兩,CARDINAL
562,昨天,DATE
562,昨天,DATE
562,大嘎嘎,PERSON
562,二,CARDINAL
562,陳,PERSON
563,三,CARDINAL
563,個禮拜,DATE
563,幾個月,DATE
563,半個小時,TIME
563,個小時,TIME
563,早上,TIME
563,兩,CARDINAL
563,五月到八月,DATE
563,數十小時,TIME
566,兩,CARDINAL
566,兩,CARDINAL
567,第句,ORDINAL
567,兩,CARDINAL
569,六年,DATE
569,兩歲,DATE
569,兩年,DATE
571,抄文,PERSON
571,昨天,DATE
571,昨天,DATE
571,昨天,DATE
571,昨天,DATE
571,之前年,DATE
571,兩,CARDINAL
573,三,CARDINAL
573,幾百,CARDINAL
573,今天,DATE
573,兩,CARDINAL
574,堆護航仔,FAC
574,騎士團,ORG
574,今天,DATE
574,護航仔,ORG
574,第次,ORDINAL
574,護航仔,ORG
575,塞隆,PERSON
576,護航仔,ORG
576,護航仔,FAC
576,護航仔,FAC
577,台灣,GPE
577,幾萬,CARDINAL
577,兩,CARDINAL
578,抄文,PERSON
578,兩個月,DATE
578,過兩天,DATE
579,星期五下午,TIME
579,兩個晚上,TIME
579,星期天,DATE
579,每個星期,DATE
579,兩年,DATE
579,兩歲,DATE
579,津,GPE
579,半夜,TIME
579,星期日,DATE
579,星期五,DATE
579,兩歲,DATE
579,第次,ORDINAL
580,兩個月前,DATE
580,兩個月前,DATE
581,兩,CARDINAL
582,三天,DATE
582,兩夜,TIME
582,兩,CARDINAL
582,幾年,DATE
582,十幾年,DATE
582,未來十幾年,DATE
583,抄文,PERSON
584,抄文,PERSON
584,貌合神,PERSON
584,幾年,DATE
584,兩,CARDINAL
584,兩,CARDINAL
584,近萬,CARDINAL
584,兩,CARDINAL
584,三萬,MONEY
584,週五,DATE
584,孝親費,PERSON
584,約萬,CARDINAL
584,老二,ORDINAL
584,萬,CARDINAL
584,十年,DATE
584,這幾年,DATE
584,多年,DATE
584,兩,CARDINAL
584,幾百幾千,CARDINAL
584,周,PERSON
584,三,CARDINAL
584,兩,CARDINAL
585,新北市,GPE
585,兩,CARDINAL
585,台北,GPE
585,半小時,TIME
585,三,CARDINAL
585,前年,DATE
585,中國,GPE
585,台灣,GPE
585,三,CARDINAL
585,三,CARDINAL
585,台北,GPE
586,兩,CARDINAL
586,中國,GPE
586,兩三天,DATE
586,三,CARDINAL
587,阿所,PERSON
587,中國,GPE
587,中國,GPE
587,阿,GPE
587,中國,GPE
587,萬,CARDINAL
587,幾天,DATE
587,今天,DATE
587,中國,GPE
587,幾天,DATE
588,三,CARDINAL
588,三,CARDINAL
588,三,CARDINAL
588,台北,GPE
588,二十幾年,DATE
588,前幾年,DATE
588,大舅媽,PERSON
588,這幾年,DATE
588,三,CARDINAL
588,三,CARDINAL
588,奇奇,PERSON
588,三,CARDINAL
588,三,CARDINAL
589,三,CARDINAL
589,台北,GPE
589,幾天,DATE
589,兩,CARDINAL
589,幾天,DATE
589,台北,GPE
589,幾晚,TIME
589,今天,DATE
589,八點,TIME
589,八點,TIME
589,晚上,TIME
591,台北,GPE
591,好幾天,DATE
591,晚上,TIME
593,兩,CARDINAL
593,三,CARDINAL
594,兩,CARDINAL
595,這禮拜,DATE
595,滿月,DATE
595,晚上點,TIME
595,今天,DATE
595,下午,TIME
595,週末,DATE
595,晚上,TIME
595,昨天,DATE
595,月子中心,ORG
595,今天,DATE
595,週末,DATE
596,今天,DATE
596,幾天,DATE
597,抄文,PERSON
597,幾年前,DATE
597,前幾天,DATE
597,桃園台北,GPE
597,台鐵,ORG
597,週日,DATE
597,滿年後,DATE
597,兩,CARDINAL
597,兩,CARDINAL
597,第胎,ORDINAL
597,兩年後,DATE
597,兩,CARDINAL
597,兩,CARDINAL
597,兩,CARDINAL
597,兩,CARDINAL
597,幾年前,DATE
597,第三,ORDINAL
597,兩,CARDINAL
597,公尺,QUANTITY
597,今天,DATE
597,兩,CARDINAL
597,聖誕,DATE
597,三,CARDINAL
597,第年,DATE
597,幾年前,DATE
597,第桶,ORDINAL
597,台灣,GPE
597,幾年前,DATE
597,白天,TIME
597,晚上,TIME
597,白天,TIME
597,三,CARDINAL
597,三,CARDINAL
597,好幾天,DATE
597,二,CARDINAL
597,兩,CARDINAL
597,公斤,QUANTITY
597,兩,CARDINAL
597,這幾年,DATE
597,兩,CARDINAL
597,早上,TIME
598,年多,DATE
598,英文,LANGUAGE
598,二,ORDINAL
598,高鐵費,PERSON
598,五年,DATE
598,晚上,TIME
599,五年前,DATE
599,兩天,DATE
599,夜晚,TIME
599,三四年前,DATE
599,五千塊,MONEY
599,下秒,TIME
599,兩年,DATE
600,抄文,PERSON
600,兩百萬以上,CARDINAL
600,六萬,CARDINAL
600,三,CARDINAL
600,三歲多,DATE
600,這個月,DATE
600,三,CARDINAL
600,十萬,CARDINAL
600,三,CARDINAL
600,五萬,CARDINAL
600,兩百萬,CARDINAL
600,這年,DATE
600,三,CARDINAL
600,兩,CARDINAL
600,三,CARDINAL
600,三,CARDINAL
600,個禮拜,DATE
600,兩天半夜,TIME
600,三,CARDINAL
600,三,CARDINAL
600,三,CARDINAL
600,三,CARDINAL
600,未來這些年,DATE
601,幾天,DATE
601,三,CARDINAL
601,三,CARDINAL
601,吼,PERSON
602,第個,ORDINAL
602,很多年,DATE
603,兩歲,DATE
603,日本,NORP
604,兩天,DATE
604,兩,CARDINAL
604,兩年多,DATE
604,買買,PERSON
604,兩年多,DATE
604,三,CARDINAL
605,兩,CARDINAL
605,幾千塊,MONEY
605,萬多,CARDINAL
605,麥當勞,ORG
605,~年前,DATE
605,麥當勞,ORG
605,滄海,PERSON
605,巫山,LOC
605,三個月,DATE
605,第二,ORDINAL
605,這兩年多,DATE
605,四萬,CARDINAL
605,兩萬多,CARDINAL
606,今年,DATE
606,下星期日,DATE
606,簡孜育,PERSON
606,日,GPE
607,千多,CARDINAL
608,兩,CARDINAL
608,三,CARDINAL
608,道教,NORP
608,幾年,DATE
609,太平天國,GPE
609,清朝道光晚年咸豐至同治初年,DATE
609,洪秀全,PERSON
609,馮雲山,PERSON
609,洪秀全,PERSON
609,馮雲山,PERSON
609,上帝會,ORG
609,十年年末至咸豐元年年初,DATE
609,楊秀清蕭,PERSON
609,石達開,PERSON
609,廣西省,GPE
609,右江道,GPE
609,潯州府,GPE
609,桂平縣,GPE
609,廣西壯族自治區,GPE
609,貴港市,GPE
609,桂平市,GPE
609,金田鎮,GPE
609,金田村,GPE
609,太平天國,GPE
609,太平天國,GPE
609,咸豐三年年,DATE
609,江蘇省,GPE
609,江寧道江寧府城,GPE
609,蘇省,GPE
609,南京市,GPE
609,天京,GPE
609,三年年,DATE
609,天京,GPE
609,湘軍,ORG
609,湘軍,ORG
609,洪秀全,PERSON
609,幼天王,PERSON
609,洪天貴福,PERSON
609,同治十年四月六日年月日,DATE
609,翼王石達,PERSON
609,李文彩,PERSON
609,貴州,GPE
609,太平天國,GPE
609,太平軍部隊,ORG
609,大毛,PERSON
609,這個月,DATE
609,第三,ORDINAL
609,明天,DATE
610,抄文,PERSON
610,孝親費,PERSON
610,兩,CARDINAL
610,早上七點半,TIME
610,晚上六點半,TIME
610,這幾年,DATE
611,兩,CARDINAL
611,二十來,CARDINAL
612,早上七點半,TIME
612,晚上六點半,TIME
612,兩,CARDINAL
612,幾年前,DATE
613,凌晨清晨,TIME
614,第次,ORDINAL
615,台北,GPE
615,台北,GPE
615,台北,GPE
615,台北,GPE
615,台北,GPE
615,幾歲,DATE
616,萬,CARDINAL
616,百,CARDINAL
617,明白,PERSON
617,五年,DATE
617,美國人,NORP
617,幾百年,DATE
618,五百萬,CARDINAL
618,新北非,LOC
618,萬,CARDINAL
619,兩,CARDINAL
619,土地法,LAW
619,兩,CARDINAL
620,竹科,ORG
620,數百萬,CARDINAL
620,兩,CARDINAL
620,二千多,CARDINAL
621,台灣,GPE
621,台灣,GPE
621,歲本命年,DATE
621,台灣,GPE
621,台灣,GPE
621,六月,DATE
621,台灣,GPE
621,台灣,GPE
621,兩個月,DATE
621,台灣人,NORP
621,凌晨點,TIME
621,第二天,DATE
621,兩個月,DATE
621,兩,CARDINAL
621,第次,ORDINAL
621,這兩個月,DATE
621,美國,NORP
621,美國,GPE
621,兩,CARDINAL
621,台灣,GPE
622,法西斯,ORG
622,三,CARDINAL
622,三,CARDINAL
622,三,CARDINAL
622,三,CARDINAL
622,幾歲,DATE
622,第天,DATE
622,八卦板,ORG
622,謝,PERSON
622,謝,PERSON
622,奧田咲,PERSON
622,蘇,PERSON
622,競選總部,FAC
622,法西斯,ORG
623,台北人,NORP
623,捷運,ORG
623,十分鐘,TIME
623,四分鐘,TIME
624,二,CARDINAL
625,抄文,PERSON
625,五年後,DATE
625,去年,DATE
625,兩,CARDINAL
625,三個月,DATE
625,三四天,DATE
625,日,GPE
625,賴長,PERSON
625,兩個禮拜前,DATE
626,抄文,PERSON
626,楚,PERSON
626,今天,DATE
626,禮拜日,DATE
626,下午,TIME
626,五分鐘,TIME
626,晚上,TIME
626,兩,CARDINAL
626,個禮拜,DATE
626,安無事,PERSON
627,台北,GPE
627,宜蘭人,NORP
627,宜蘭,GPE
627,台北,GPE
628,十幾年,DATE
628,四十歲以下,DATE
628,台北,GPE
628,台北,GPE
628,雙北,GPE
628,台灣,GPE
628,台北,GPE
628,新北,GPE
629,兩天後,DATE
629,禮拜二,DATE
629,萬元,MONEY
629,第三,ORDINAL
629,這幾天,DATE
629,今天,DATE
629,上午,TIME
629,今天,DATE
630,兩,CARDINAL
631,三,CARDINAL
631,三,CARDINAL
631,兩年,DATE
631,岳,PERSON
631,千百,CARDINAL
631,千百,CARDINAL
631,零乘以萬,CARDINAL
631,三,CARDINAL
632,德報德,PERSON
632,倆,CARDINAL
632,半夜,TIME
633,抄文,PERSON
633,年多,DATE
633,個月,DATE
633,三天,DATE
633,幾天,DATE
633,這幾天,DATE
633,台灣,GPE
634,日本,NORP
634,日本,GPE
634,台灣,GPE
634,日本,GPE
635,高嘉瑜,PERSON
635,林,PERSON
635,馬,PERSON
635,馬,PERSON
635,三個禮拜,DATE
635,二十多萬,CARDINAL
635,馬,PERSON
636,後年,DATE
636,恩愛夫,PERSON
636,快歲,DATE
636,兩難,CARDINAL
636,兩,CARDINAL
636,愛愛,PERSON
639,過年,DATE
639,這三天,DATE
639,這三天,DATE
639,這兩天,DATE
639,姐夫,PERSON
639,下兩天,DATE
639,初四,DATE
639,前三天,DATE
639,除夕到初二前,DATE
639,這兩天,DATE
639,這兩天,DATE
639,這兩天,DATE
639,初二,DATE
639,初二,DATE
639,日,GPE
639,兩,CARDINAL
640,首先,ORDINAL
640,越南,GPE
640,首先,ORDINAL
640,兩,CARDINAL
640,白天小時,TIME
640,下午,TIME
640,上班日,DATE
640,下午,TIME
640,上班日下午,TIME
640,晚上九點,TIME
640,週末,DATE
640,台灣,GPE
640,台灣,GPE
640,台灣,GPE
640,越南,GPE
640,兩,CARDINAL
640,幾分鐘,TIME
640,兩,CARDINAL
641,屏東東港人,NORP
641,南投人,NORP
641,多年,DATE
641,四,CARDINAL
641,半三,CARDINAL
641,大小姑,PERSON
642,兩三個小時,TIME
642,兩三個小時,TIME
642,兩,CARDINAL
644,兩個月,DATE
644,這兩個月,DATE
644,四,CARDINAL
644,三十幾年,DATE
645,抄文,PERSON
645,除夕夜,TIME
645,姪子,PERSON
645,除夕夜,TIME
645,前秒鐘,TIME
645,八百,CARDINAL
645,九點多,TIME
645,明年,DATE
647,台灣,GPE
647,美國,GPE
647,美國,GPE
647,台灣,GPE
647,十幾年,DATE
647,美國,GPE
647,三年內,DATE
647,美國,GPE
647,台灣,GPE
647,台灣,GPE
647,三年後,DATE
647,台灣,GPE
647,三年,DATE
647,台灣,GPE
647,美國,GPE
647,三年,DATE
647,三年,DATE
647,台灣,GPE
647,兩年後,DATE
647,台灣,GPE
647,美國,GPE
647,白天,TIME
647,三,CARDINAL
647,晚上,TIME
647,第代,ORDINAL
647,印度,GPE
647,美國,GPE
647,印度,GPE
647,中國,GPE
647,兩,CARDINAL
647,帆風順,PERSON
647,英國,GPE
647,英國,GPE
647,英國,GPE
647,台灣,GPE
647,英國,GPE
647,台灣,GPE
647,兩,CARDINAL
647,英國,GPE
648,曾歐,PERSON
648,幾年,DATE
648,萬元,MONEY
648,兩,CARDINAL
648,幾十年後,DATE
649,三萬八,CARDINAL
649,第二,ORDINAL
649,第三,ORDINAL
649,抄文,PERSON
650,萬,CARDINAL
650,萬,CARDINAL
650,其次,ORDINAL
651,兩,CARDINAL
652,克萊爾,PERSON
652,今天,DATE
652,七萬,CARDINAL
652,萬元,MONEY
652,十,CARDINAL
652,兩,CARDINAL
652,日本,GPE
652,萬元,MONEY
653,家樂福,ORG
653,個年以上,DATE
653,包萬,CARDINAL
654,上萬,CARDINAL
654,上萬,CARDINAL
655,兩,CARDINAL
656,萬元,MONEY
656,三,CARDINAL
657,七萬塊,MONEY
657,今天,DATE
657,七萬塊,MONEY
657,三萬塊,MONEY
658,高瑜鴻,PERSON
658,陳國德,PERSON
658,吳晉淮,PERSON
658,山盟甲海誓,ORG
659,萬,CARDINAL
659,萬,CARDINAL
659,萬,CARDINAL
659,瓊瑤,PERSON
659,台灣阿倫,GPE
659,甄嬛,PERSON
659,牛年,DATE
660,七萬,CARDINAL
660,兩萬,CARDINAL
661,兩,CARDINAL
661,萬,CARDINAL
662,七萬,CARDINAL
663,三萬八,MONEY
663,七萬,MONEY
663,兩,CARDINAL
663,阿,GPE
664,萬，萬,PERSON
664,萬元,MONEY
666,兩,CARDINAL
666,萬元,MONEY
666,七萬,CARDINAL
666,好幾年,DATE
666,上萬元,MONEY
666,萬元台幣,MONEY
666,好幾萬,CARDINAL
666,兩,CARDINAL
666,萬,CARDINAL
666,半年,DATE
666,幾百幾千,CARDINAL
666,兩,CARDINAL
666,千鎂,WORK_OF_ART
667,兩,CARDINAL
667,兩,CARDINAL
667,兩,CARDINAL
668,抄文,PERSON
668,早上,TIME
668,台中,GPE
668,半小時,TIME
668,今天,DATE
668,兩,CARDINAL
668,往生公祭,PERSON
668,兩,CARDINAL
668,兩,CARDINAL
668,兩,CARDINAL
668,晚上,TIME
668,兩,CARDINAL
668,兩,CARDINAL
668,第次,ORDINAL
669,自由時報,WORK_OF_ART
669,新竹地院,ORG
669,張,PERSON
669,陳男,PERSON
669,蔡彰盛,PERSON
669,新竹,GPE
669,新竹地院,ORG
669,張,PERSON
669,陳,PERSON
669,新竹,GPE
669,萬元,MONEY
669,年育,PERSON
669,張女,PERSON
669,兩年前,DATE
669,張女,PERSON
669,今年月,DATE
669,月初,DATE
669,約砲,PERSON
669,陳男,PERSON
669,萬元,MONEY
669,張女,PERSON
669,第三,ORDINAL
669,萬元,MONEY
669,陳男,PERSON
669,張女,PERSON
669,張女,PERSON
669,張女,PERSON
669,張女,PERSON
669,陳,PERSON
669,本個月,DATE
669,兩,CARDINAL
669,三,CARDINAL
669,個月,DATE
669,張女,PERSON
669,陳,PERSON
669,張女,PERSON
669,萬元,MONEY
670,半天,DATE
670,幾歲,DATE
671,四,CARDINAL
671,兩,CARDINAL
671,中午,TIME
671,三,CARDINAL
671,四,CARDINAL
672,那天凌晨,TIME
672,兩,CARDINAL
672,第三,ORDINAL
672,兩,CARDINAL
672,兩,CARDINAL
672,凌晨,TIME
672,當天早上,TIME
672,兩,CARDINAL
673,封測廠,ORG
673,兩,CARDINAL
673,二,CARDINAL
673,百萬,MONEY
674,首先,ORDINAL
674,三萬多,MONEY
674,封測廠,ORG
674,封測廠,ORG
674,三,CARDINAL
674,十幾幾十年,DATE
674,三萬多,MONEY
674,台灣台電,ORG
674,封測廠,ORG
675,兩,CARDINAL
676,蕾神,PERSON
676,王,PERSON
676,卡神,PERSON
676,王,PERSON
676,王,PERSON
676,四億,CARDINAL
676,王,PERSON
676,二十幾年,DATE
676,三十億,CARDINAL
676,過去八年,DATE
676,十五億,CARDINAL
676,十億,CARDINAL
676,蕾神,PERSON
676,兩億,CARDINAL
676,四億,CARDINAL
676,蕾神,GPE
676,八年,DATE
676,王,PERSON
676,二十億,CARDINAL
676,十億,CARDINAL
676,摩根大通,ORG
676,八年,DATE
676,三,CARDINAL
676,十億,CARDINAL
676,王,PERSON
676,心理系,ORG
676,王力宏,PERSON
676,王力宏,PERSON
677,第次,ORDINAL
677,法,GPE
677,五年前,DATE
678,四億兩億六億,MONEY
678,美國,GPE
678,好萊塢,ORG
678,大聯盟,ORG
678,矽谷,GPE
678,中國,GPE
678,兩億,CARDINAL
678,十年,DATE
678,六億,MONEY
678,美國,GPE
678,台灣,GPE
678,三倍,CARDINAL
678,六億新臺幣,MONEY
678,美國,GPE
678,兩億新臺幣,MONEY
678,台灣,GPE
678,台灣,GPE
678,兩億,CARDINAL
678,三,CARDINAL
678,兩億,CARDINAL
678,胡瓜,PERSON
678,丁柔安,PERSON
678,阿翔,PERSON
678,王,PERSON
678,王,PERSON
678,王,PERSON
678,老二,ORDINAL
678,錢櫃,ORG
678,中國式,GPE
678,中國,GPE
678,中國,GPE
678,八年,DATE
678,三,CARDINAL
678,六億,CARDINAL
678,兩,CARDINAL
678,六億,CARDINAL
678,六億,CARDINAL
678,王力宏,PERSON
678,今天,DATE
678,華人,NORP
678,十年,DATE
678,十億來,CARDINAL
678,八,CARDINAL
678,隔月,DATE
678,李,PERSON
678,王,PERSON
678,王,PERSON
678,李,PERSON
678,王力宏,PERSON
678,李,PERSON
678,李,PERSON
678,王,PERSON
678,王,PERSON
678,王,PERSON
678,李忍受,PERSON
678,王,PERSON
678,李,PERSON
678,李,PERSON
678,王,PERSON
678,李在霸,PERSON
678,凌王,PERSON
679,這幾天,DATE
679,瓜,PERSON
679,這幾天,DATE
679,宏宏,PERSON
679,蕾蕾,PERSON
679,吾疆,PERSON
679,蕾蕾,PERSON
679,美國,GPE
679,美國,GPE
679,吳江,PERSON
679,美國法院,ORG
679,兩,CARDINAL
679,蕾蕾,PERSON
679,吳江,PERSON
679,萬文,PERSON
680,這幾年,DATE
680,雷神,PERSON
680,李,PERSON
680,李,PERSON
680,李,PERSON
680,中國,GPE
680,李手,PERSON
680,王,PERSON
680,王,PERSON
680,王,PERSON
680,零分,TIME
680,王,PERSON
680,李,PERSON
680,李背,PERSON
680,雷神,PERSON
680,李,PERSON
680,李,PERSON
682,阿嬌,PERSON
682,袁詠儀,PERSON
682,阿嬌,PERSON
682,阿嬌,PERSON
682,袁詠儀,PERSON
682,阿嬌,PERSON
683,台北,GPE
683,台北,GPE
683,台灣,GPE
684,抄文,PERSON
684,高雄,GPE
684,年多,DATE
684,明年二三月,DATE
684,隔天,DATE
684,過年,DATE
684,明年,DATE
684,半夜兩點,TIME
684,兩三週,DATE
684,下午,TIME
684,隔天早上,TIME
684,三,CARDINAL
684,閨蜜,PERSON
684,幾百萬,CARDINAL
684,幾十年,DATE
684,年多,DATE
684,容,PERSON
684,半夜,TIME
685,二三十年,DATE
685,台灣,GPE
685,二三十年,DATE
686,抄文,PERSON
686,去年,DATE
686,今天,DATE
686,今天,DATE
686,兩,CARDINAL
686,兩,CARDINAL
686,今年,DATE
686,今年,DATE
686,十萬,CARDINAL
686,今年八月,DATE
686,晚上,TIME
686,去年,DATE
686,英文,LANGUAGE
686,下半年,DATE
686,兩,CARDINAL
686,去年,DATE
686,今年,DATE
686,今年,DATE
686,去年,DATE
686,省,PERSON
686,今年,DATE
686,去年,DATE
686,年底,DATE
686,今年,DATE
686,三,CARDINAL
686,二,CARDINAL
686,太太,PERSON
686,過去幾年,DATE
686,明年,DATE
686,過往幾年,DATE
686,年初,DATE
686,萬四,PERSON
686,今年,DATE
686,今年,DATE
686,台灣人,NORP
686,當年,DATE
686,台灣人,NORP
686,今年,DATE
686,四萬,CARDINAL
686,今年,DATE
686,半年,DATE
686,前半年,DATE
686,兩年,DATE
686,兩,CARDINAL
686,第年,DATE
686,半夜十二點,TIME
686,七點,TIME
686,兩,CARDINAL
686,今年,DATE
686,新年,DATE
689,三歲,DATE
689,首先,ORDINAL
689,兩小時,TIME
689,三,CARDINAL
689,三,CARDINAL
689,五,CARDINAL
689,九成九,PERCENT
689,星期五,DATE
689,隔天,DATE
689,三歲之後,DATE
690,大台北地區,LOC
690,兩,CARDINAL
691,年半,DATE
691,兩年,DATE
691,兩,CARDINAL
691,千萬,CARDINAL
691,雅斯伯格,PERSON
691,四,CARDINAL
691,兩,CARDINAL
691,抄文,PERSON
692,抄文,PERSON
692,今天,DATE
693,多萬,CARDINAL
694,台北,GPE
694,兩歲,DATE
694,捷運站,FAC
694,幾分鐘,TIME
694,信義區,GPE
694,捷運,FAC
695,兩,CARDINAL
695,四天,DATE
695,去年,DATE
695,幾個月,DATE
695,兩,CARDINAL
696,抄文,PERSON
696,個月,DATE
696,百多萬,CARDINAL
696,幾天,DATE
696,幾天,DATE
696,今天,DATE
697,台股,GPE
698,前年,DATE
698,美國,GPE
698,首先,ORDINAL
698,兩,CARDINAL
698,台灣,GPE
698,幾年後,DATE
698,好幾年,DATE
698,美國,GPE
698,第年,DATE
698,第二年,DATE
698,祈禱公司,ORG
698,第年,DATE
698,三年,DATE
698,這年,DATE
698,台灣,GPE
698,半年年以上,DATE
698,美國,GPE
698,美國,GPE
698,台灣,GPE
698,留美,GPE
698,十年,DATE
698,幾歲,DATE
698,幾週,DATE
698,美,GPE
698,美國,GPE
